"Symbol";"Company";"Sector";"Subsector";"Price";"Country"
"VERU";"Veru Inc";"Healthcare";"Biotechnology";"8.72";"USA"
"VRUS";"Verus International Inc";"Consumer Defensive";"Retail - Defensive";"0.04";"USA"
"VRAHF";"Verusa Holding AS";"Financial Services";"Asset Management";"2.93";"Turkey"
"VERV";"Verve Therapeutics Inc";"Healthcare";"Biotechnology";"69.82";"USA"
"VSPR";"Vesper Healthcare Acquisition Corp";"Financial Services";"Diversified Financial Services";"12.49";"USA"
"VSPRU";"Vesper Healthcare Acquisition Corp";"Financial Services";"Diversified Financial Services";"14";"USA"
"VWDRY";"Vestas Wind Systems A/S";"Industrials";"Industrial Products";"13.45";"Denmark"
"VWSYF";"Vestas Wind Systems A/S";"Industrials";"Industrial Products";"40.53";"Denmark"
"VRTA";"Vestin Realty Mortgage I Inc";"Financial Services";"Banks";"2.5";"USA"
"VRTB";"Vestin Realty Mortgage II Inc";"Financial Services";"Banks";"1550";"USA"
"WRCKF";"Vestum AB";"Industrials";"Construction";"1.16";"Sweden"
"CKSNY";"Vesuvius PLC";"Basic Materials";"Steel";"3.62";"UK"
"CKSNF";"Vesuvius PLC";"Basic Materials";"Steel";"7.51";"UK"
"VTNA";"VetaNova Inc";"Real Estate";"Real Estate";"0.2";"USA"
"VETOF";"Vetoquinol SA";"Healthcare";"Drug Manufacturers";"55.53";"France"
"VEXTF";"Vext Science Inc";"Healthcare";"Drug Manufacturers";"0.61";"Canada"
"VFC";"VF Corp";"Consumer Cyclical";"Manufacturing - Apparel & Accessories";"76.65";"USA"
"VGAC";"VG Acquisition Corp";"Financial Services";"Diversified Financial Services";"10.99";"USA"
"VGAC.U";"VG Acquisition Corp";"Financial Services";"Diversified Financial Services";"12";"USA"
"VGAC.WS";"VG Acquisition Corp";"Financial Services";"Diversified Financial Services";"3.01";""
"VGGMF";"VGI PCL";"Communication Services";"Media - Diversified";"0.16";"Thailand"
"VGPBF";"VGP SA";"Real Estate";"Real Estate";"219.67";"Belgium"
"VIAO";"VIA optronics AG";"Technology";"Hardware";"9.1";"Germany"
"VIA";"Via Renewables Inc";"Utilities";"Utilities - Regulated";"11.32";"USA"
"VIASP.PFD";"Via Renewables Inc";"Utilities";"Utilities - Regulated";"26.13";"USA"
"VVJSF";"Via SA";"Consumer Cyclical";"Retail - Cyclical";"9.02";"Brazil"
"GBXPY";"Via SA";"Consumer Cyclical";"Retail - Cyclical";"2.4";"Brazil"
"GBXPF";"Via SA";"Consumer Cyclical";"Retail - Cyclical";"3.4";"Brazil"
"VBVT";"Viabuilt Ventures Inc";"Industrials";"Conglomerates";"0.58";"USA"
"VIAC";"ViacomCBS Inc";"Communication Services";"Media - Diversified";"41.65";"USA"
"VIACA";"ViacomCBS Inc";"Communication Services";"Media - Diversified";"45.93";"USA"
"VIACP.PFD";"ViacomCBS Inc";"Communication Services";"Media - Diversified";"66.9";"USA"
"VVI";"Viad Corp";"Industrials";"Business Services";"43.31";"USA"
"VDRM";"ViaDerma Inc";"Healthcare";"Drug Manufacturers";"0.02";"USA"
"DSP";"Viant Technology Inc";"Technology";"Software";"13.4";"USA"
"VSAT";"Viasat Inc";"Technology";"Hardware";"51.77";"USA"
"VGREF";"Viaspace Green Energy Inc";"Utilities";"Utilities - Independent Power Producers";"0.01";"USA"
"VRTT";"Viatar CTC Solutions Inc";"Healthcare";"Medical Diagnostics & Research";"0.02";"USA"
"VTRS";"Viatris Inc";"Healthcare";"Drug Manufacturers";"14.55";"USA"
"VIAV";"Viavi Solutions Inc";"Technology";"Hardware";"16.45";"USA"
"VIBVY";"VIB Vermoegen AG";"Real Estate";"Real Estate";"33.35";"Germany"
"VIBEF";"Vibe Growth Corp";"Healthcare";"Drug Manufacturers";"0.41";"Canada"
"VICP";"Vicapsys Life Sciences Inc";"Healthcare";"Biotechnology";"0.1";"USA"
"SDCVF";"Vicat SA";"Basic Materials";"Building Materials";"50.58";"France"
"VICI";"VICI Properties Inc";"Real Estate";"REITs";"30.81";"USA"
"CNRAF";"Vicinity Centres";"Real Estate";"REITs";"1.11";"Australia"
"VEV";"Vicinity Motor Corp";"Consumer Cyclical";"Vehicles & Parts";"4.93";"Canada"
"VCKAW";"Vickers Vantage Corp I";"Financial Services";"Diversified Financial Services";"0.49";"Singapore"
"VCKA";"Vickers Vantage Corp I";"Financial Services";"Diversified Financial Services";"9.98";"Singapore"
"VCKAU";"Vickers Vantage Corp I";"Financial Services";"Diversified Financial Services";"10.19";"Singapore"
"VCON";"Vicon Industries Inc";"Industrials";"Business Services";"65";"USA"
"VICR";"Vicor Corp";"Technology";"Hardware";"124.89";"USA"
"VMTG";"Victor Mining Industry Group Inc";"Technology";"Hardware";"0.07";"China"
"VITFF";"Victoria Gold Corp";"Basic Materials";"Metals & Mining";"12.01";"Canada"
"VCOGF";"Victoria Oil & Gas PLC";"Energy";"Oil & Gas";"0.03";"UK"
"VCCTF";"Victoria PLC";"Consumer Cyclical";"Furnishings, Fixtures & Appliances";"15.14";"UK"
"VSCO";"Victoria�<U+0080><U+0099>s Secret & Co";"Consumer Cyclical";"Retail - Cyclical";"66.58";"USA"
"VTYB";"Victory Bancorp Inc";"Financial Services";"Banks";"12.75";"USA"
"VCTR";"Victory Capital Holdings Inc";"Financial Services";"Asset Management";"34.84";"USA"
"VMHG";"Victory Marine Holdings Corp";"Consumer Cyclical";"Travel & Leisure";"0.06";"USA"
"NGEMF";"Victory Mountain Ventures Ltd";"Basic Materials";"Metals & Mining";"0.01";"Canada"
"VNCKF";"Victory Nickel Inc";"Basic Materials";"Metals & Mining";"0.01";"Canada"
"VYEY";"Victory Oilfield Tech Inc";"Energy";"Oil & Gas";"0.2";"USA"
"VRCFF";"Victory Resources Corp";"Basic Materials";"Metals & Mining";"0.06";"Canada"
"VSQTF";"Victory Square Technologies Inc";"Communication Services";"Interactive Media";"0.38";"Canada"
"VTXPF";"Victrex PLC";"Basic Materials";"Chemicals";"35.99";"UK"
"VIDE";"Video Display Corp";"Technology";"Hardware";"1.2";"USA"
"NIHK";"Video River Networks Inc";"Real Estate";"Real Estate";"0.07";"USA"
"VPTV";"VideoPropulsion Interactive Television Inc";"Technology";"Hardware";"1.25";"USA"
"VWTR";"Vidler Water Resources Inc";"Utilities";"Utilities - Regulated";"15.06";"USA"
"VDRFF";"Vidrala SA";"Consumer Cyclical";"Packaging & Containers";"109.13";"Spain"
"VMD";"Viemed Healthcare Inc";"Healthcare";"Medical Devices & Instruments";"6.29";"USA"
"VNRFY";"Vienna Insurance Group AG";"Financial Services";"Insurance";"5.36";"Austria"
"VNRGF";"Vienna Insurance Group AG";"Financial Services";"Insurance";"25.5";"Austria"
"FGWLF";"Vienna International Airport";"Industrials";"Construction";"31.4";"Austria"
"VIAAY";"Vienna International Airport";"Industrials";"Construction";"11.83";"Austria"
"VNMHF";"VietNam Holding Ltd";"Financial Services";"Asset Management";"4.15";"UK"
"VTNMF";"Vietnam Manufacturing and Export Processing (Holdi";"Consumer Cyclical";"Vehicles & Parts";"0.05";"Vietnam"
"VIEWW";"View Inc";"Industrials";"Construction";"0.95";"USA"
"VIEW";"View Inc";"Industrials";"Construction";"4.93";"USA"
"VBIX";"ViewBix Inc";"Technology";"Software";"0.04";"Israel"
"VCST";"Viewcast.com Inc";"Technology";"Software";"0.01";"USA"
"VRAY";"ViewRay Inc";"Healthcare";"Medical Devices & Instruments";"6.07";"USA"
"VIEWF";"Viewtran Group Inc";"Financial Services";"Credit Services";"0.01";"China"
"GNHAF";"Vifor Pharma AG";"Healthcare";"Drug Manufacturers";"143.2";"Switzerland"
"GNHAY";"Vifor Pharma AG";"Healthcare";"Drug Manufacturers";"30.02";"Switzerland"
"VIGLF";"Vigil Health Solutions Inc";"Healthcare";"Healthcare Providers & Services";"0.42";"Canada"
"VKIN";"Viking Energy Group Inc";"Energy";"Oil & Gas";"0.4";"USA"
"VGCEF";"Viking Gold Exploration Inc";"Healthcare";"Drug Manufacturers";"0.01";"Canada"
"VKGLF";"Viking Line Abp";"Industrials";"Transportation";"20";"Finland"
"VKTX";"Viking Therapeutics Inc";"Healthcare";"Biotechnology";"6.61";"USA"
"VBFC";"Village Bank and Trust Financial Corp";"Financial Services";"Banks";"47.01";"USA"
"VFF";"Village Farms International Inc";"Consumer Defensive";"Consumer Packaged Goods";"9.6";"Canada"
"VLRDY";"Village Roadshow Ltd";"Communication Services";"Media - Diversified";"19.21";"Australia"
"VLRDF";"Village Roadshow Ltd";"Communication Services";"Media - Diversified";"2";"Australia"
"VLGEA";"Village Super Market Inc";"Consumer Defensive";"Retail - Defensive";"22.28";"USA"
"VMEO";"Vimeo Inc";"Technology";"Software";"38.24";"USA"
"VIMC";"Vimicro International Corp";"Technology";"Semiconductors";"13.43";"China"
"VMRSF";"Vimy Resources Ltd";"Energy";"Other Energy Sources";"0.08";"Australia"
"VCOYY";"Vina Concha Y Toro SA";"Consumer Defensive";"Beverages - Alcoholic";"39.48";"Chile"
"VNCE";"Vince Holding Corp";"Consumer Cyclical";"Manufacturing - Apparel & Accessories";"7.05";"USA"
"VINCU";"Vincerx Pharma Inc";"Healthcare";"Biotechnology";"27";"USA"
"VINC";"Vincerx Pharma Inc";"Healthcare";"Biotechnology";"15.94";"USA"
"VINP";"Vinci Partners Investments Ltd";"Financial Services";"Asset Management";"14";"Brazil"
"VCISF";"Vinci SA";"Industrials";"Construction";"106.6";"France"
"VCISY";"Vinci SA";"Industrials";"Construction";"26.82";"France"
"BBIG";"Vinco Ventures Inc";"Consumer Cyclical";"Travel & Leisure";"6.32";"USA"
"VDAHF";"Vinda International Holdings Ltd";"Consumer Defensive";"Consumer Packaged Goods";"2.74";"Hong Kong"
"VDAHY";"Vinda International Holdings Ltd";"Consumer Defensive";"Consumer Packaged Goods";"31.36";"Hong Kong"
"VINS";"Vindicator Silver Lead Mining Co";"Basic Materials";"Metals & Mining";"0.47";"USA"
"VEI";"Vine Energy Inc";"Energy";"Oil & Gas";"14.79";"USA"
"VNNYF";"Vinergy Capital Inc";"Healthcare";"Drug Manufacturers";"0.05";"Canada"
"BSPOW";"Vintage Wine Estates Inc";"Consumer Defensive";"Beverages - Alcoholic";"2.1";"USA"
"VWE";"Vintage Wine Estates Inc";"Consumer Defensive";"Beverages - Alcoholic";"10.1";"USA"
"VYTPF";"Vinythai PCL";"Basic Materials";"Chemicals";"1.11";"Thailand"
"VMEMQ";"Violin Memory Inc";"Technology";"Hardware";"0.01";"USA"
"VIOT";"Viomi Technology Co Ltd";"Technology";"Hardware";"5.07";"China"
"SXMVF";"Vior Inc";"Basic Materials";"Metals & Mining";"0.16";"Canada"
"VIOSF";"Viosolar Inc";"Technology";"Semiconductors";"0.18";"Greece"
"VNOM";"Viper Energy Partners LP";"Energy";"Oil & Gas";"18.47";"USA"
"VPER";"Viper Networks Inc";"Technology";"Hardware";"0.01";"USA"
"VIPR";"VIPR Industries Inc";"Basic Materials";"Metals & Mining";"0.05";"USA"
"VIPS";"Vipshop Holdings Ltd";"Consumer Cyclical";"Retail - Cyclical";"14.71";"China"
"VQS";"VIQ Solutions Inc";"Technology";"Software";"4.74";"Canada"
"VIR";"Vir Biotechnology Inc";"Healthcare";"Biotechnology";"50.21";"USA"
"VIRX";"Viracta Therapeutics Inc";"Healthcare";"Biotechnology";"9.25";"USA"
"VIRA";"Viratech Corp";"Consumer Cyclical";"Travel & Leisure";"0.01";"USA"
"VRBCF";"Virbac SA";"Healthcare";"Drug Manufacturers";"341";"France"
"VIRC";"Virco Manufacturing Corp";"Consumer Cyclical";"Furnishings, Fixtures & Appliances";"3.65";"USA"
"VXIT";"VirExit Technologies Inc";"Utilities";"Utilities - Independent Power Producers";"0.01";"USA"
"VBHLF";"Virgin Australia Holdings Ltd";"Industrials";"Transportation";"0.15";"Australia"
"SPCE.U";"Virgin Galactic Holdings Inc";"Industrials";"Aerospace & Defense";"18";"USA"
"SPCE";"Virgin Galactic Holdings Inc";"Industrials";"Aerospace & Defense";"27.46";"USA"
"VGII";"Virgin Group Acquisition Corp II";"Financial Services";"Diversified Financial Services";"9.69";"USA"
"VGII.U";"Virgin Group Acquisition Corp II";"Financial Services";"Diversified Financial Services";"9.8";"USA"
"VRGDF";"Virgin Money Holdings (UK) PLC";"Financial Services";"Banks";"5.19";"UK"
"CYBBF";"Virgin Money UK PLC";"Financial Services";"Banks";"2.55";"UK"
"CBBYF";"Virgin Money UK PLC";"Financial Services";"Banks";"2.78";"UK"
"VEGYF";"Virginia Energy Resources Inc";"Energy";"Other Energy Sources";"0.19";"Canada"
"VABK";"Virginia National Bankshares Corp";"Financial Services";"Banks";"37.15";"USA"
"VRDN";"Viridian Therapeutics Inc";"Healthcare";"Biotechnology";"13.7";"USA"
"VRDSF";"Viridis Holdings Corp";"Basic Materials";"Forest Products";"0.07";"Canada"
"VIRI";"Virios Therapeutics Inc";"Healthcare";"Biotechnology";"5.16";"USA"
"VHC";"VirnetX Holding Corp";"Technology";"Software";"4.4";"USA"
"VRPX";"Virpax Pharmaceuticals Inc";"Healthcare";"Biotechnology";"18.93";"USA"
"VTSI";"VirTra Inc";"Industrials";"Aerospace & Defense";"8.07";"USA"
"VIRT";"Virtu Financial Inc";"Financial Services";"Capital Markets";"24.45";"USA"
"VRVR";"Virtual Interactive Technologies Corp";"Communication Services";"Interactive Media";"2.5";"USA"
"QEBR";"Virtual Medical International Inc";"Healthcare";"Healthcare Providers & Services";"0.01";"USA"
"VOSO";"Virtuoso Acquisition Corp";"Financial Services";"Diversified Financial Services";"9.84";"USA"
"VOSOU";"Virtuoso Acquisition Corp";"Financial Services";"Diversified Financial Services";"10.27";"USA"
"VOSOW";"Virtuoso Acquisition Corp";"Financial Services";"Diversified Financial Services";"1.08";"USA"
