"Symbol";"Company";"Sector";"Subsector";"Price"
"SOHMF";"Bolsas Y Mercados Espanoles SHMSF SA";"Financial Services";"Capital Markets";"35.6"
"BOLT";"Bolt Biotherapeutics Inc";"Healthcare";"Biotechnology";"16.94"
"PCRCF";"Bolt Metals Corp";"Basic Materials";"Metals & Mining";"0.24"
"BDRAF";"Bombardier Inc";"Industrials";"Aerospace & Defense";"1.42"
"BDRBF";"Bombardier Inc";"Industrials";"Aerospace & Defense";"1.36"
"BDRPF.PFD";"Bombardier Inc";"Industrials";"Aerospace & Defense";"9.2"
"BDRXF.PFD";"Bombardier Inc";"Industrials";"Aerospace & Defense";"13.83"
"BOMBF.PFD";"Bombardier Inc";"Industrials";"Aerospace & Defense";"11.26"
"BMBPY";"Bombril SA";"Consumer Defensive";"Consumer Packaged Goods";"0.35"
"BON";"Bon Natural Life Ltd";"Consumer Defensive";"Consumer Packaged Goods";"10.88"
"BONA";"Bona Film Group Ltd";"Communication Services";"Media - Diversified";"13.63"
