"Symbol";"Company";"Sector";"Subsector";"Price";"Country";"Volume"
"RCKY";"Rocky Brands Inc";"Consumer Cyclical";"Manufacturing - Apparel & Accessories";49,1;"USA";71760
"RMTN";"Rocky Mountain Ayre Inc";"Financial Services";"Capital Markets";0,01;"USA";2250
"RMCF";"Rocky Mountain Chocolate Factory Inc";"Consumer Defensive";"Consumer Packaged Goods";7,66;"USA";24192
"RCKXF";"Rocky Mountain Dealerships Inc";"Industrials";"Industrial Distribution";5,78;"Canada";0
"RMHB";"Rocky Mountain High Brands Inc";"Consumer Defensive";"Beverages - Non-Alcoholic";0,03;"USA";644989
"RCCTF";"RocTool";"Technology";"Hardware";8,55;"France";0
"RWGI";"Rodedawg International Industries Inc";"Consumer Cyclical";"Vehicles & Parts";0,06;"USA";229135
"RSVAU";"Rodgers Silicon Valley Acquisition Corp";"Financial Services";"Diversified Financial Services";24,22;"USA";30915
"RSVA";"Rodgers Silicon Valley Acquisition Corp";"Financial Services";"Diversified Financial Services";20,36;"USA";117700
"RSVAW";"Rodgers Silicon Valley Acquisition Corp";"Financial Services";"Diversified Financial Services";8,13;"USA";0
"RCI";"Rogers Communications Inc";"Communication Services";"Telecommunication Services";51,32;"Canada";370129
"RCIAF";"Rogers Communications Inc";"Communication Services";"Telecommunication Services";50,88;"Canada";1393
"ROG";"Rogers Corp";"Technology";"Hardware";212,74;"USA";60280
"RSGUF";"Rogers Sugar Inc";"Consumer Defensive";"Consumer Packaged Goods";4,38;"Canada";2470
"SHNJF";"Rogue Baron PLC";"Consumer Defensive";"Beverages - Alcoholic";0,22;"United Arab Emirates";500
"ROAG";"Rogue One Inc";"Consumer Defensive";"Consumer Packaged Goods";0,04;"USA";176298
"GCRIF";"Rogue Resources Inc";"Basic Materials";"Metals & Mining";0,07;"Canada";25176
"RGST";"Rogue Station Companies Inc";"Healthcare";"Drug Manufacturers";0,06;"USA";3120
"ROHCF";"Rohm Co Ltd";"Technology";"Semiconductors";104,7;"Japan";0
"ROHCY";"Rohm Co Ltd";"Technology";"Semiconductors";48,5;"Japan";1520
"ROIQ";"ROI Acquisition Corp II";"Industrials";"Conglomerates";10;"USA";0
"ROII";"ROI Land Investments Ltd";"Real Estate";"Real Estate";0,09;"Canada";0
"RJIFF";"Rojana Industrial Park PCL";"Utilities";"Utilities - Independent Power Producers";0,13;"Thailand";0
"RJIUF";"Rojana Industrial Park PCL";"Utilities";"Utilities - Independent Power Producers";0,2;"Thailand";0
"LKYSF";"Rojo Resources Ltd";"Basic Materials";"Metals & Mining";0,67;"Canada";0
"PTRDF";"ROK Resources Inc";"Energy";"Oil & Gas";0,19;"Canada";907
"ROKK";"Rokk3r Inc";"Technology";"Software";102;"USA";0
"RKMSF";"Rokmaster Resources Corp";"Basic Materials";"Metals & Mining";0,36;"Canada";23994
"ROKU";"Roku Inc";"Communication Services";"Media - Diversified";353,76;"USA";4176548
"RLDGF";"Roland DG Corp";"Technology";"Hardware";11,5;"Japan";0
"ICTAF";"Rolling Optics Holding AB";"Technology";"Hardware";4,38;"Sweden";0
"ROL";"Rollins Inc";"Consumer Cyclical";"Personal Services";39,22;"USA";1109067
"RLLCF.PFD";"Rolls-Royce Holdings PLC";"Industrials";"Aerospace & Defense";0,02;"UK";11099465
"RYCEF";"Rolls-Royce Holdings PLC";"Industrials";"Aerospace & Defense";1,59;"UK";118884
"DBDRU";"Roman DBDR Tech Acquisition Corp";"Financial Services";"Diversified Financial Services";10,75;"USA";13258
"DBDR";"Roman DBDR Tech Acquisition Corp";"Financial Services";"Diversified Financial Services";10,15;"USA";91139
"DBDRW";"Roman DBDR Tech Acquisition Corp";"Financial Services";"Diversified Financial Services";1,35;"USA";0
"RMO";"Romeo Power Inc";"Consumer Cyclical";"Vehicles & Parts";4,93;"USA";4866316
"RMIOF";"Romios Gold Resources Inc";"Basic Materials";"Metals & Mining";0,03;"Canada";21165
"RMLXP.PFD";"RoomLinX Inc";"Communication Services";"Media - Diversified";0,1;"USA";0
"MTWO";"RoomLinX Inc";"Communication Services";"Media - Diversified";0,1;"USA";0
"RSAU";"Rooshine Inc";"Consumer Defensive";"Beverages - Alcoholic";1,35;"USA";4384
"ROOT";"Root Inc";"Financial Services";"Insurance";6,25;"USA";7637746
"RTNB";"root9B Holdings Inc";"Technology";"Software";0,04;"USA";9185
"RROTF";"Roots Corp";"Consumer Cyclical";"Retail - Cyclical";2,71;"Canada";1500
"ROP";"Roper Technologies Inc";"Industrials";"Industrial Products";484,78;"USA";374468
"RIHC";"Rorine International Holding Corp";"Financial Services";"Diversified Financial Services";1,1;"USA";0
"RRSEF";"Rosan Resources Holdings Ltd";"Energy";"Other Energy Sources";22,42;"Hong Kong";0
"RCGCF";"Roscan Gold Corp";"Basic Materials";"Metals & Mining";0,23;"Canada";196193
"RCLFW";"Rosecliff Acquisition Corp I";"Financial Services";"Diversified Financial Services";0,55;"USA";0
"RCLF";"Rosecliff Acquisition Corp I";"Financial Services";"Diversified Financial Services";9,67;"USA";14515
"RCLFU";"Rosecliff Acquisition Corp I";"Financial Services";"Diversified Financial Services";9,9;"USA";134719
"ROSEQ";"Rosehill Resources Inc";"Energy";"Oil & Gas";0,03;"USA";0
"ROSUQ";"Rosehill Resources Inc";"Energy";"Oil & Gas";0,05;"USA";0
"ROSGQ";"Rosetta Genomics Ltd";"Healthcare";"Medical Diagnostics & Research";0,03;"Israel";21092
"RST";"Rosetta Stone Inc";"Technology";"Software";29,99;"USA";0
"ROSN";"Rosinbomb";"Industrials";"Industrial Products";1,7;"USA";3264
"OJSCY";"Rosneft Oil Co";"Energy";"Oil & Gas";6,23;"Russia";876
"RNFTF";"Rosneft Oil Co";"Energy";"Oil & Gas";7,95;"Russia";3683
"ROSS";"Ross Acquisition Corp II";"Financial Services";"Diversified Financial Services";9,73;"USA";48507
"ROSS.U";"Ross Acquisition Corp II";"Financial Services";"Diversified Financial Services";9,95;"USA";336522
"ROSSF";"Ross Group PLC";"Industrials";"Conglomerates";0,04;"UK";13150
"ROSX";"Ross Industries Inc";"Industrials";"Industrial Products";0,12;"USA";0
"ROST";"Ross Stores Inc";"Consumer Cyclical";"Retail - Cyclical";118,21;"USA";1641100
"RSRZY";"Rossi Residencial SA";"Consumer Cyclical";"Homebuilding & Construction";1,2;"Brazil";0
"RSRZF";"Rossi Residencial SA";"Consumer Cyclical";"Homebuilding & Construction";0,96;"Brazil";0
"ROSMF";"Rostelecom PJSC";"Communication Services";"Telecommunication Services";0,83;"Russia";0
"ROSYY";"Rostelecom PJSC";"Communication Services";"Telecommunication Services";8,08;"Russia";3494
"ROTGY";"Rotary Engineering Ltd";"Industrials";"Construction";9,29;"Singapore";0
"ROTGF";"Rotary Engineering Ltd";"Industrials";"Construction";0,74;"Singapore";0
"ROBK";"Rotate Black Inc";"Consumer Cyclical";"Travel & Leisure";0,01;"USA";51479
"ROCHU";"Roth CH Acquisition I Co";"Financial Services";"Diversified Financial Services";40,15;"USA";2772
"ROCH";"Roth CH Acquisition I Co";"Financial Services";"Diversified Financial Services";28,9;"USA";0
"ROCC";"Roth CH Acquisition II Co";"Financial Services";"Diversified Financial Services";9,49;"USA";296803
"ROCCU";"Roth CH Acquisition II Co";"Financial Services";"Diversified Financial Services";9,93;"USA";31092
"ROCCW";"Roth CH Acquisition II Co";"Financial Services";"Diversified Financial Services";1,4;"USA";0
"ROCRW";"Roth CH Acquisition III Co";"Financial Services";"Diversified Financial Services";1;"USA";0
"ROCRU";"Roth CH Acquisition III Co";"Financial Services";"Diversified Financial Services";10,1;"USA";43200
"ROCR";"Roth CH Acquisition III Co";"Financial Services";"Diversified Financial Services";9,88;"USA";84285
"ROCGU";"Roth CH Acquisition IV Co";"Financial Services";"Diversified Financial Services";10;"USA";0
"PIEJF";"Rothschild & Co SCA";"Financial Services";"Capital Markets";38,7;"France";171
"RTGIF";"Roto-Gro International Ltd";"Industrials";"Industrial Products";0,06;"Australia";0
"RTBC";"Rotoblock Corp";"Industrials";"Industrial Products";0,01;"USA";0
"ROT";"Rotor Acquisition Corp";"Financial Services";"Diversified Financial Services";9,98;"USA";215717
"ROT.U";"Rotor Acquisition Corp";"Financial Services";"Diversified Financial Services";10,47;"USA";132456
"ROT.WS";"Rotor Acquisition Corp";"Financial Services";"Diversified Financial Services";0,93;"USA";0
"RTOXY";"Rotork PLC";"Industrials";"Industrial Products";17,35;"UK";0
"RTOXF";"Rotork PLC";"Industrials";"Industrial Products";4,59;"UK";2326
"DRCAF";"Rotshtein Realestate Ltd";"Consumer Cyclical";"Homebuilding & Construction";9,2;"Israel";1150
"RTTNY";"Rottneros AB";"Basic Materials";"Forest Products";20,68;"Sweden";0
"RTERF";"Rottneros AB";"Basic Materials";"Forest Products";0,86;"Sweden";0
"RCHN";"Rouchon Industries Inc";"Industrials";"Industrial Products";0,09;"USA";30676
"RNDOF";"Round One Corp";"Consumer Cyclical";"Travel & Leisure";11,71;"Japan";15
"ROIUF";"Route1 Inc";"Technology";"Software";0,39;"Canada";7403
"ROVR";"Rover Group Inc";"Consumer Cyclical";"Personal Services";11;"USA";432854
"ROVRW";"Rover Group Inc";"Consumer Cyclical";"Personal Services";2,45;"USA";0
"ROVMF";"Rover Metals Corp";"Basic Materials";"Metals & Mining";0,06;"Canada";25092
"ROVVF";"Rovio Entertainment Corp";"Communication Services";"Interactive Media";7,98;"Finland";0
"RDC";"Rowan Companies PLC";"Energy";"Oil & Gas";10,93;"USA";0
"ROWC";"Rowe Companies";"Consumer Cyclical";"Furnishings, Fixtures & Appliances";0,01;"USA";21844
"RXRS";"Rox Resources Ltd";"Basic Materials";"Metals & Mining";0,01;"Canada";0
"RXXRF";"Rox Resources Ltd";"Basic Materials";"Metals & Mining";0,08;"Australia";0
"RBPAB";"Royal Bancshares of Pennsylvania Inc";"Financial Services";"Banks";4,75;"USA";0
"RYpT.PFD";"Royal Bank of Canada";"Financial Services";"Banks";28,06;"Canada";1026
"RYPRSCL.PFD";"Royal Bank of Canada";"Financial Services";"Banks";24,99;"Canada";3849
"RYYLF.PFD";"Royal Bank of Canada";"Financial Services";"Banks";17,34;"Canada";0
"RBCDF.PFD";"Royal Bank of Canada";"Financial Services";"Banks";18,97;"Canada";12
"RBKDF.PFD";"Royal Bank of Canada";"Financial Services";"Banks";19,55;"Canada";0
"RYLBF.PFD";"Royal Bank of Canada";"Financial Services";"Banks";19,81;"Canada";0
"RYMTF.PFD";"Royal Bank of Canada";"Financial Services";"Banks";19,82;"Canada";2150
"RY";"Royal Bank of Canada";"Financial Services";"Banks";104,06;"Canada";979086
"RCL";"Royal Caribbean Group";"Consumer Cyclical";"Travel & Leisure";82,6;"USA";4398767
"RDS.B";"Royal Dutch Shell PLC";"Energy";"Oil & Gas";39,37;"Netherlands";3216507
"RDS.A";"Royal Dutch Shell PLC";"Energy";"Oil & Gas";39,76;"Netherlands";4448370
"RYDBF";"Royal Dutch Shell PLC";"Energy";"Oil & Gas";19,7;"Netherlands";27405
"RYDAF";"Royal Dutch Shell PLC";"Energy";"Oil & Gas";20,12;"Netherlands";44431
"ROYE";"Royal Energy Resources Inc";"Energy";"Other Energy Sources";0,13;"USA";251
"RYFL";"Royal Financial Inc";"Financial Services";"Banks";18,69;"USA";12390
"RGLD";"Royal Gold Inc";"Basic Materials";"Metals & Mining";111,44;"USA";278551
"RHCCF";"Royal Helium Ltd";"Energy";"Oil & Gas";0,4;"Canada";35525
"IMTEF";"Royal Imtech NV";"Industrials";"Construction";0,01;"Netherlands";0
"RIIC";"Royal Invest International Corp";"Communication Services";"Telecommunication Services";0,01;"USA";0
"ROYMY";"Royal Mail PLC";"Industrials";"Transportation";13,67;"UK";4642
"ROYMF";"Royal Mail PLC";"Industrials";"Transportation";6,61;"UK";369
"RYMM";"Royal Mines & Minerals Corp";"Basic Materials";"Metals & Mining";0,01;"USA";69624
"ROCLF";"Royal Olympic Cruise Lines Inc";"Consumer Cyclical";"Travel & Leisure";0,14;"Greece";35869
"RYSMF";"Royal Standard Minerals Inc";"Financial Services";"Diversified Financial Services";0,07;"Canada";0
"ROYUF";"Royal UNIBREW A/S";"Consumer Defensive";"Beverages - Alcoholic";124,5;"Denmark";190
"ROYL";"Royale Energy Inc";"Energy";"Oil & Gas";0,08;"USA";42156
"ROGP";"Royale Globe Holding Inc";"Industrials";"Conglomerates";1;"Malaysia";0
"RYTTF";"Royalty North Partners Ltd";"Financial Services";"Credit Services";0,37;"Canada";0
"RPRX";"Royalty Pharma PLC";"Healthcare";"Biotechnology";38,88;"USA";2142681
"RGT";"Royce Global Value Trust Inc";"Financial Services";"Asset Management";16;"USA";11157
"RMT";"Royce Micro-Cap Trust Inc";"Financial Services";"Asset Management";11,89;"USA";96129
"RVT";"Royce Value Trust Inc";"Financial Services";"Asset Management";18,86;"USA";172639
"RPCGF";"RPC Group PLC";"Consumer Cyclical";"Packaging & Containers";10,4;"UK";0
"RES";"RPC Inc";"Energy";"Oil & Gas";3,81;"USA";637273
"RPHL";"RPHL Acquisition Corp";"Industrials";"Conglomerates";0,01;"USA";0
"RPM";"RPM International Inc";"Basic Materials";"Chemicals";83,27;"USA";475665
"RPSGF";"RPS Group PLC";"Industrials";"Business Services";1,3;"UK";0
"RPTpD.PFD";"RPT Realty";"Real Estate";"REITs";58,5;"USA";4060
"RPT";"RPT Realty";"Real Estate";"REITs";13;"USA";274582
"RPXC";"RPX Corp";"Industrials";"Business Services";10,48;"USA";0
"RRSFF";"Rritual Superfoods Inc";"Consumer Defensive";"Consumer Packaged Goods";0,35;"Canada";9599
"RSHCQ";"RS Legacy Corp";"Consumer Cyclical";"Retail - Cyclical";0,02;"USA";0
"RTMFF";"RT Minerals Corp";"Basic Materials";"Metals & Mining";0,05;"Canada";35331
"RTGGF";"RTG Mining Inc";"Basic Materials";"Metals & Mining";0,08;"Australia";0
"RGLXY";"RTL Group SA";"Communication Services";"Media - Diversified";6,37;"Luxembourg";419
"RGLXF";"RTL Group SA";"Communication Services";"Media - Diversified";39,8;"Luxembourg";0
"RTSO";"RTS Oil Holdings Inc";"Energy";"Oil & Gas";0,06;"USA";0
"RTWIQ";"RTW Retailwinds Inc";"Consumer Cyclical";"Retail - Cyclical";0,01;"USA";0
"RUBR";"Rubber Research Elastomerics Inc";"Consumer Cyclical";"Vehicles & Parts";0,01;"USA";0
"ROMWF";"Rubicon Organics Inc";"Healthcare";"Drug Manufacturers";0,22;"Canada";0
"ROMJF";"Rubicon Organics Inc";"Healthcare";"Drug Manufacturers";1,93;"Canada";4866
"RBCN";"Rubicon Technology Inc";"Technology";"Semiconductors";9,44;"USA";6738
"RUBSF";"Rubis SCA";"Utilities";"Utilities - Regulated";38,15;"France";3003
"RUBY";"Rubius Therapeutics Inc";"Healthcare";"Biotechnology";21,66;"USA";313456
"RT";"Ruby Tuesday Inc";"Consumer Cyclical";"Restaurants";2,4;"USA";0
"RBMNF";"Rugby Mining Ltd";"Basic Materials";"Metals & Mining";0,09;"Canada";15493
"RUHN";"Ruhnn Holding Ltd";"Consumer Cyclical";"Retail - Cyclical";3,4;"China";NA
"RCMGF";"Ruicheng (China) Media Group Ltd";"Communication Services";"Media - Diversified";0,09;"China";0
"RMBL";"RumbleON Inc";"Consumer Cyclical";"Vehicles & Parts";34,27;"USA";66503
"RUMOF";"Rumo SA";"Industrials";"Transportation";3,8;"Brazil";0
"RFXRF";"Running Fox Resource Corp";"Basic Materials";"Metals & Mining";0,02;"USA";9564
"RUPRF";"Rupert Resources Ltd";"Basic Materials";"Metals & Mining";4,39;"Canada";3575
"RFNDF";"Rural Funds Group";"Real Estate";"REITs";1,78;"Australia";500
"RUSFF";"RusForest AB";"Basic Materials";"Forest Products";0,16;"Sweden";0
"RUSHB";"Rush Enterprises Inc";"Consumer Cyclical";"Vehicles & Parts";43,57;"USA";9626
"RUSHA";"Rush Enterprises Inc";"Consumer Cyclical";"Vehicles & Parts";44,26;"USA";143618
"REXEF";"Rush Exploration Inc";"Basic Materials";"Metals & Mining";20;"Canada";0
"RSI";"Rush Street Interactive Inc";"Consumer Cyclical";"Travel & Leisure";14,7;"USA";1438319
"RSHN";"RushNet Inc";"Consumer Defensive";"Beverages - Non-Alcoholic";0,01;"USA";174236362
"RSHYY";"RusHydro PJSC";"Utilities";"Utilities - Independent Power Producers";1,11;"Russia";9176
"RMLFF";"Rusoro Mining Ltd";"Basic Materials";"Metals & Mining";0,04;"Canada";155435
"RUSPF";"RusPetro PLC";"Energy";"Oil & Gas";0,26;"Russia";0
"RUSMF";"Russel Metals Inc";"Industrials";"Industrial Distribution";27,32;"Canada";1784
"RUTH";"Ruth's Hospitality Group Inc";"Consumer Cyclical";"Restaurants";20,25;"USA";372022
"RVUE";"RVUE Holdings Inc";"Communication Services";"Media - Diversified";0,01;"USA";0
"RWCI";"RWC Inc";"Industrials";"Industrial Products";6,05;"USA";245
"RWNEF";"RWE AG";"Utilities";"Utilities - Regulated";25,35;"Germany";0
"RWNFF";"RWE AG";"Utilities";"Utilities - Regulated";35,95;"Germany";962
"RWEOY";"RWE AG";"Utilities";"Utilities - Regulated";39,1;"Germany";39309
"RWSHF";"RWS Holdings PLC";"Industrials";"Business Services";2;"UK";0
"RXRAW";"RXR Acquisition Corp";"Financial Services";"Diversified Financial Services";0,78;"USA";0
"RXRA";"RXR Acquisition Corp";"Financial Services";"Diversified Financial Services";9,7;"USA";9742
"RXRAU";"RXR Acquisition Corp";"Financial Services";"Diversified Financial Services";9,9;"USA";205974
"RXST";"RxSight Inc";"Healthcare";"Medical Devices & Instruments";15,65;"USA";260716
"RYAHF";"RYAH Group Inc";"Healthcare";"Healthcare Providers & Services";0,1;"Canada";25877
"RYAN";"Ryan Specialty Group Holdings Inc";"Financial Services";"Insurance";32,6;"USA";1257166
"RYAOF";"Ryanair Holdings PLC";"Industrials";"Transportation";19,65;"Ireland";0
"RYAAY";"Ryanair Holdings PLC";"Industrials";"Transportation";107,83;"Ireland";240434
"RYB";"RYB Education Inc";"Consumer Defensive";"Education";2,71;"China";74141
"R";"Ryder System Inc";"Industrials";"Business Services";80,22;"USA";577402
"RYI";"Ryerson Holding Corp";"Industrials";"Industrial Products";23,19;"USA";189560
"RYHTY";"Ryman Healthcare Ltd";"Healthcare";"Healthcare Providers & Services";45,8;"New zealand";270
"RHCGF";"Ryman Healthcare Ltd";"Healthcare";"Healthcare Providers & Services";9;"New zealand";4110
"RHP";"Ryman Hospitality Properties Inc";"Real Estate";"REITs";81,51;"USA";464027
"RYBIF";"Ryobi Ltd";"Industrials";"Industrial Products";11,35;"Japan";500
"RYOTF";"Ryoden Corp";"Technology";"Semiconductors";6,37;"Japan";0
"RYKKF";"Ryohin Keikaku Co Ltd";"Consumer Cyclical";"Retail - Cyclical";20,8;"Japan";40
"RYKKY";"Ryohin Keikaku Co Ltd";"Consumer Cyclical";"Retail - Cyclical";21,42;"Japan";30626
"RYOYF";"Ryoyo Electro Corp";"Technology";"Semiconductors";8,76;"Japan";0
"RYPPF";"RYU Apparel Inc";"Consumer Cyclical";"Manufacturing - Apparel & Accessories";0,07;"Canada";71339
"SMFX";"S A M Trade Asia Pte Ltd";"Technology";"Software";0,95;"USA";2962
"SBBI";"S b c p Bancorp Inc";"Financial Services";"Banks";94,59;"USA";0
"SDAD";"S H Research & Development Corp";"Real Estate";"Real Estate";0,2;"USA";91849
"SPGI";"S&P Global Inc";"Financial Services";"Capital Markets";445,47;"USA";1158836
"STBA";"S&T Bancorp Inc";"Financial Services";"Banks";29,87;"USA";94088
"SANW";"S&W Seed Company";"Consumer Defensive";"Consumer Packaged Goods";2,84;"USA";49215
"SOOCY";"S-Oil Corp";"Energy";"Oil & Gas";45;"Korea, South";0
"SVTPF";"S-Ventures PLC";"Financial Services";"Asset Management";1,2;"UK";1100
"SDSDF";"S.D. Standard Drilling PLC";"Energy";"Oil & Gas";0,15;"Cyprus";0
"SCPPF";"S4 Capital PLC";"Communication Services";"Media - Diversified";10,77;"UK";2824
"SSILF";"Sa SA International Holdings Ltd";"Consumer Cyclical";"Retail - Cyclical";0,21;"Hong Kong";0
"SAXJY";"Sa SA International Holdings Ltd";"Consumer Cyclical";"Retail - Cyclical";3,74;"Hong Kong";0
"SAABF";"Saab AB";"Industrials";"Aerospace & Defense";28,6;"Sweden";155
"SAABY";"Saab AB";"Industrials";"Aerospace & Defense";14,7;"Sweden";0
"SCACU";"Saban Capital Acquisition Corp";"Industrials";"Conglomerates";10,25;"USA";0
"SCAC";"Saban Capital Acquisition Corp";"Industrials";"Conglomerates";10,28;"USA";0
"SBBSF";"Sabana Shari'ah Compliant Industrial Real Estate I";"Real Estate";"REITs";0,32;"Singapore";2000
"SGSVF";"Sabina Gold & Silver Corp";"Basic Materials";"Metals & Mining";1,25;"Canada";172648
"SOGCQ";"Sabine Oil & Gas Corp";"Energy";"Oil & Gas";0,01;"USA";0
"SABN";"Sabine Oil & Gas Holdings Inc";"Energy";"Oil & Gas";45;"USA";0
"SABNW";"Sabine Oil & Gas Holdings Inc";"Energy";"Oil & Gas";3;"USA";0
"SBR";"Sabine Royalty Trust";"Energy";"Oil & Gas";38,66;"USA";26467
"SBLRF";"Sable Resources Ltd";"Basic Materials";"Metals & Mining";0,18;"Canada";102772
"SBMRF";"SABMiller Ltd";"Consumer Defensive";"Beverages - Alcoholic";49,8;"UK";0
"SBRA";"Sabra Health Care REIT Inc";"Real Estate";"REITs";16,1;"USA";1536115
"SBRAP.PFD";"Sabra Health Care REIT Inc";"Real Estate";"REITs";25,4;"USA";12430
"SABR";"Sabre Corp";"Technology";"Software";11,02;"USA";5946129
"SABRP.PFD";"Sabre Corp";"Technology";"Software";140,21;"USA";42767
"ATRLF";"Sacgasco Ltd";"Energy";"Oil & Gas";0,02;"Australia";0
"SACHpA.PFD";"Sachem Capital Corp";"Real Estate";"REITs";25,23;"USA";0
"SACH";"Sachem Capital Corp";"Real Estate";"REITs";4,82;"USA";209210
"SYRVF";"Sacyr SA";"Industrials";"Construction";2,5;"Spain";0
"SAEXQ";"SAExploration Holdings Inc";"Energy";"Oil & Gas";0,14;"USA";0
"SFHLF";"SAF Holland SA";"Consumer Cyclical";"Vehicles & Parts";16,05;"Luxembourg";0
"SBpBCL.PFD";"Safe Bulkers Inc";"Industrials";"Transportation";25,1;"Monaco";192
"SBpD.PFD";"Safe Bulkers Inc";"Industrials";"Transportation";25,24;"Monaco";12450
"SBpC.PFD";"Safe Bulkers Inc";"Industrials";"Transportation";25,25;"Monaco";8748
"SB";"Safe Bulkers Inc";"Industrials";"Transportation";3,94;"Monaco";1096253
"SFET";"Safe-T Group Ltd";"Technology";"Software";1,19;"Israel";461382
"SFE";"Safeguard Scientifics Inc";"Financial Services";"Asset Management";7,9;"USA";98108
"SAFE";"Safehold Inc";"Real Estate";"REITs";89,25;"USA";88891
"ACAI";"Safeplus International Holdings Ltd";"Healthcare";"Medical Devices & Instruments";0,29;"USA";1778
"SFSHF";"Safestore Holdings PLC";"Real Estate";"REITs";15,85;"UK";126
"SAFT";"Safety Insurance Group Inc";"Financial Services";"Insurance";81,85;"USA";49487
"SAFLY";"Safilo Group SpA";"Healthcare";"Medical Devices & Instruments";2,09;"Italy";0
"SAFLF";"Safilo Group SpA";"Healthcare";"Medical Devices & Instruments";1,52;"Italy";305
"SAFRF";"Safran SA";"Industrials";"Aerospace & Defense";127,92;"France";2074
"SAFRY";"Safran SA";"Industrials";"Aerospace & Defense";31,26;"France";331118
"SGPEY";"Saft Groupe SA";"Technology";"Hardware";82;"France";0
"SGA";"Saga Communications Inc";"Communication Services";"Media - Diversified";23,17;"USA";20951
"SAGA";"Saga Energy Inc";"Energy";"Oil & Gas";0,1;"USA";0
"SGPLF";"Saga PLC";"Financial Services";"Insurance";3,65;"UK";0
"SGPYY";"Sage Group (The) PLC";"Technology";"Software";41,85;"UK";10703
"SGGEF";"Sage Group (The) PLC";"Technology";"Software";11,55;"UK";1504
"SAGE";"Sage Therapeutics Inc";"Healthcare";"Biotechnology";45,75;"USA";671439
"SGCFF";"Sagicor Financial Co Ltd";"Financial Services";"Insurance";4,94;"Barbados";300
"SGUJ";"Saguaro Holdings Corp";"Energy";"Oil & Gas";0,03;"USA";20597
"SAHRF";"Sahara Energy Ltd";"Energy";"Oil & Gas";0,01;"Canada";0
"SAVXY";"Sahaviriya Steel Industries PLC";"Basic Materials";"Steel";5,15;"Thailand";0
"SGLOF";"SAI Global Ltd";"Industrials";"Business Services";61,82;"Australia";0
"SAIA";"Saia Inc";"Industrials";"Transportation";244,36;"USA";395452
"SAIL";"SailPoint Technologies Holdings Inc";"Technology";"Software";46,97;"USA";854969
"JSAIY";"Sainsbury (J) PLC";"Consumer Defensive";"Retail - Defensive";16,7;"UK";38444
"JSNSF";"Sainsbury (J) PLC";"Consumer Defensive";"Retail - Defensive";4,33;"UK";7485
"TORVF";"Saint Jean Carbon Inc";"Basic Materials";"Metals & Mining";0,13;"Canada";59537
"SAPMY";"Saipem SpA";"Energy";"Oil & Gas";4,66;"Italy";1455
"SZRRF";"Saizen Real Estate Investment Trust";"Real Estate";"REITs";40;"Singapore";0
"SAJA";"Sajan Inc";"Industrials";"Business Services";5,82;"USA";0
"SKSDF";"Sakata Seed Corp";"Consumer Defensive";"Consumer Packaged Goods";15;"Japan";0
"SKAS";"Saker Aviation Services Inc";"Industrials";"Transportation";3,2;"USA";1204
"SAKH";"Sakha Enterprises Corp";"Basic Materials";"Metals & Mining";0,06;"USA";62463
"SLRX";"Salarius Pharmaceuticals Inc";"Healthcare";"Biotechnology";1,03;"USA";1378076
"SRLZF";"Salazar Resources Ltd";"Basic Materials";"Metals & Mining";0,3;"Canada";13833
"SALM";"Salem Media Group Inc";"Communication Services";"Media - Diversified";2,89;"USA";282634
"CRM";"Salesforce.com Inc";"Technology";"Software";266,4;"USA";6160225
"SMM";"Salient Midstream & MLP Fund";"Financial Services";"Asset Management";5,58;"USA";73547
"SAL";"Salisbury Bancorp Inc";"Financial Services";"Banks";49,75;"USA";4990
"SBH";"Sally Beauty Holdings Inc";"Consumer Cyclical";"Retail - Cyclical";18,71;"USA";1059972
"SALRY";"SalMar ASA";"Consumer Defensive";"Consumer Packaged Goods";16,74;"Norway";5665
"SALRF";"SalMar ASA";"Consumer Defensive";"Consumer Packaged Goods";65,5;"Norway";529
"SALOF";"Salmon River Resources Ltd";"Basic Materials";"Metals & Mining";0,1;"Canada";0
"SLMCF";"Salmones Camanchaca SA";"Consumer Defensive";"Consumer Packaged Goods";5,5;"Chile";0
"LNDZF";"Salona Global Medical Device Corp";"Healthcare";"Medical Devices & Instruments";0,71;"USA";34270
"WHELF";"Salt Lake Potash Ltd";"Basic Materials";"Metals & Mining";0,59;"Australia";861
"CECBF";"Saltbae Capital Corp";"Industrials";"Industrial Products";0,03;"Canada";114227
"SFRGY";"Salvatore Ferragamo SpA";"Consumer Cyclical";"Retail - Cyclical";10,32;"Italy";3276
"SFRGF";"Salvatore Ferragamo SpA";"Consumer Cyclical";"Retail - Cyclical";20,75;"Italy";9640
"SZGPF";"Salzgitter AG";"Basic Materials";"Steel";27,26;"Germany";0
"SZGPY";"Salzgitter AG";"Basic Materials";"Steel";3,69;"Germany";749
"SAMMF";"Sama Resources Inc";"Basic Materials";"Metals & Mining";0,11;"Canada";12426
"SGCLF";"Samco Gold Ltd";"Basic Materials";"Metals & Mining";0,03;"UK";0
"SMHJF";"Samho Development Co Ltd";"Industrials";"Construction";2,59;"Korea, South";0
"SAXPY";"Sampo Oyj";"Financial Services";"Insurance";25,74;"Finland";25722
"SAXPF";"Sampo Oyj";"Financial Services";"Insurance";50,83;"Finland";557
"SAML";"Samsara Luggage Inc";"Consumer Cyclical";"Manufacturing - Apparel & Accessories";2,98;"USA";10983
