"Symbol";"Company";"Sector";"Subsector";"Price";"Country";"Volume";"EPS_TTM";"EPS_2016";"EPS_2017";"EPS_2018";"EPS_2019";"EPS_2020";"EPS_2021"
"MTGGY";"METRO AG";"Consumer Defensive";"Retail - Defensive";"6";"Germany";1638;"0,06";"0.78";"0.53";"0.54";"0.49";"0.75";NA
"MTH";"Meritage Homes Corp";"Consumer Cyclical";"Homebuilding & Construction";"110,84";"USA";316349;"14,61";"3.55";"3.41";"5.58";"6.42";"11.00";NA
"MTL";"Mechel PAO";"Basic Materials";"Steel";"3,07";"Russia";686262;"1,19";"0.57";"0.96";"0.87";"0.19";"0.05";NA
"MTLS";"Materialise NV";"Technology";"Software";"21,44";"Belgium";315284;"-0,07";"-0.06";"-0.05";"0.07";"0.03";"-0.16";NA
"MTN";"Vail Resorts Inc";"Consumer Cyclical";"Travel & Leisure";"306,16";"USA";222751;"2,7";"4.01";"5.22";"9.13";"7.32";"2.42";NA
"MTNOF";"MTN Group Ltd";"Communication Services";"Telecommunication Services";"9,05";"South africa";310;"0,28";"-0.10";"0.18";"0.34";"0.35";"0.63";NA
"MTOR";"Meritor Inc";"Consumer Cyclical";"Vehicles & Parts";"23,72";"USA";400018;"1,92";"6.23";"3.59";"1.28";"3.37";"3.24";NA
"MTP";"Midatech Pharma PLC";"Healthcare";"Biotechnology";"1,83";"UK";141784;"-4,51";"-68.88";"-839.14";"-31.14";"-3.60";"-3.50";NA
"MTPOY";"Metropolitan Bank & Trust Company";"Financial Services";"Banks";"19,01";"Philippines";200;"1,46";"1.95";"1.99";"2.07";"2.50";"1.23";NA
"MTR";"Mesa Royalty Trust";"Energy";"Oil & Gas";"5,75";"USA";15589;"0,29";"0.65";"1.58";"1.15";"0.88";"0.30";NA
"MTRAF";"Metro Inc";"Consumer Defensive";"Retail - Defensive";"50,74";"Canada";1266;"2,59";"1.82";"2.09";"5.49";"2.10";"2.37";NA
"MTRN";"Materion Corp";"Basic Materials";"Metals & Mining";"71,72";"USA";91605;"2,39";"1.27";"0.56";"1.02";"2.59";"0.75";NA
"MTSI";"MACOM Technology Solutions Holdings Inc";"Technology";"Semiconductors";"61,55";"USA";296947;"0,51";"0.03";"-2.79";"-2.57";"-5.84";"-0.69";NA
"MTSL";"MER Telemanagement Solutions Ltd";"Communication Services";"Telecommunication Services";"3,37";"Israel";5839647;"-0,21";"-3.71";"-1.18";"-0.68";"-0.06";"-0.60";NA
"MTUAF";"MTU Aero Engines AG";"Industrials";"Aerospace & Defense";"242";"Germany";14;"2,63";"6.15";"7.65";"9.22";"9.40";"3.15";NA
"MTW";"Manitowoc Co Inc";"Industrials";"Farm & Heavy Construction Machinery";"24,44";"USA";212176;"0,45";"-10.91";"0.26";"-1.89";"1.31";"-0.55";NA
"MTX";"Minerals Technologies Inc";"Basic Materials";"Chemicals";"78,7";"USA";98281;"4,14";"3.79";"5.48";"4.75";"3.78";"3.29";NA
"MTYFF";"MTY Food Group Inc";"Consumer Cyclical";"Restaurants";"55,6";"Canada";812;"2,52";"2.03";"1.82";"2.99";"2.33";"-1.15";NA
"MTZ";"MasTec Inc";"Industrials";"Construction";"93,98";"USA";647234;"5,04";"1.61";"4.22";"3.26";"5.17";"4.38";NA
"MU";"Micron Technology Inc";"Technology";"Semiconductors";"73,64";"USA";19239321;"3,63";"-0.27";"4.41";"11.51";"5.51";"2.37";NA
"MUE";"BlackRock MuniHoldings Quality Fund II Inc";"Financial Services";"Asset Management";"14,52";"USA";37436;"0,73";"1.41";"-0.12";"0.08";"0.97";"0.79";NA
"MUR";"Murphy Oil Corp";"Energy";"Oil & Gas";"21,55";"USA";2012096;"-4,98";"-1.60";"-1.81";"2.36";"6.98";"-7.48";NA
"MURGF";"Munchener Ruckversicherungs-Gesellschaft AG";"Financial Services";"Insurance";"295";"Germany";271;"18,05";"17.02";"2.89";"17.67";"21.08";"10.50";NA
"MUSA";"Murphy USA Inc";"Consumer Cyclical";"Retail - Cyclical";"156,44";"USA";180477;"11,23";"5.59";"6.78";"6.48";"4.86";"13.08";NA
"MUX";"McEwen Mining Inc";"Basic Materials";"Metals & Mining";"1,14";"Canada";2872117;"-0,12";"0.07";"-0.03";"-0.13";"-0.17";"-0.38";NA
"MVBF";"MVB Financial Corp";"Financial Services";"Banks";"38,84";"USA";22100;"2,89";"1.31";"0.68";"1.00";"2.20";"3.06";NA
"MVF";"Blackrock Munivest Fund Inc";"Financial Services";"Asset Management";"9,74";"USA";93460;"0";"0.97";"-0.06";"0.12";"0.94";"0.18";NA
"MVIS";"Microvision Inc";"Technology";"Hardware";"14,57";"USA";4736940;"-0,17";"-0.32";"-0.35";"-0.31";"-0.24";"-0.10";NA
"MVLY";"Mission Valley Bancorp";"Financial Services";"Banks";"15,1";"USA";3580;"1,06";"1.04";"1.07";"0.98";"1.12";"0.71";NA
"MVO";"MV Oil Trust";"Energy";"Oil & Gas";"6,65";"USA";110664;"0,42";"0.40";"0.72";"1.42";"1.05";"0.49";NA
"MVRBF";"Medivir AB";"Healthcare";"Biotechnology";"1,19";"Sweden";878;"-0,09";"0.93";"-1.61";"-1.33";"-0.44";"-0.17";NA
"MWA";"Mueller Water Products, Inc.";"Industrials";"Industrial Products";"16,65";"USA";859413;"0,5";"0.39";"0.76";"0.66";"0.40";"0.45";NA
"MWTCY";"Manila Water Co Inc";"Utilities";"Utilities - Regulated";"8,55";"Philippines";100;"0,91";"1.22";"1.25";"1.32";"1.11";"0.91";NA
"MX";"MagnaChip Semiconductor Corp";"Technology";"Semiconductors";"17,73";"Luxembourg";389549;"7,15";"-0.85";"2.02";"-0.11";"-0.64";"7.54";NA
"MXCHF";"Orbia Advance Corp SAB de CV";"Basic Materials";"Chemicals";"2,9";"Mexico";8281;"0,26";"0.13";"0.09";"0.17";"0.10";"0.09";NA
"MXCT";"MaxCyte Inc";"Healthcare";"Medical Diagnostics & Research";"15,1";"USA";594071;"-0,21";"-0.11";"-0.20";"-0.17";"-0.23";"-0.17";NA
"MXDHF";"MDxHealth SA";"Healthcare";"Medical Diagnostics & Research";"1,38";"Belgium";4533;"-0,28";"-0.29";"-0.25";"-0.56";"-0.69";"-0.34";NA
"MXE";"Mexico Equity and Income Fund Inc";"Financial Services";"Asset Management";"12,5";"USA";5448;"-1,82";"-0.91";"1.37";"-0.38";"-2.34";"-2.35";NA
"MXGBF";"Molson Coors Canada Inc";"Consumer Defensive";"Beverages - Alcoholic";"49,15";"Canada";132;"-2,56";"7.47";"7.23";"5.15";"1.11";"-4.38";NA
"MXGFF";"Maxim Power Corp";"Utilities";"Utilities - Independent Power Producers";"2,28";"Canada";753;"1,05";"-0.74";"0.27";"0.06";"-0.08";"0.14";NA
"MXL";"MaxLinear Inc";"Technology";"Semiconductors";"51,47";"USA";448740;"-0,77";"0.91";"-0.14";"-0.38";"-0.28";"-1.35";NA
"MXTOF";"Neles Corp";"Industrials";"Conglomerates";"16,48";"Finland";161;"0,38";"0.92";"0.81";"1.74";"2.22";"17.80";NA
"MYAGF";"Aya Gold & Silver Inc";"Basic Materials";"Metals & Mining";"7,98";"Canada";20772;"0";"-0.06";"-0.03";"-0.04";"-0.01";"-0.02";NA
"MYE";"Myers Industries Inc";"Consumer Cyclical";"Packaging & Containers";"22,97";"USA";101386;"0,82";"0.03";"-0.33";"-0.10";"0.68";"1.02";NA
"MYFW";"First Western Financial Inc";"Financial Services";"Banks";"27,15";"USA";11863;"3,31";"-0.10";"-0.05";"0.63";"1.01";"3.08";NA
"MYO";"Myomo Inc";"Healthcare";"Medical Devices & Instruments";"10,51";"USA";90531;"-2,1";"-20.52";"-87.90";"-25.16";"-20.79";"-3.67";NA
"MYRG";"MYR Group Inc";"Industrials";"Construction";"105,02";"USA";91988;"4,5";"1.23";"1.28";"1.87";"2.26";"3.48";NA
"MYSZ";"My Size Inc";"Technology";"Software";"1,15";"Israel";133863;"-0,72";"-4.05";"-4.50";"-3.03";"-3.12";NA;NA
"MYTAY";"Magyar Telekom PLC";"Communication Services";"Telecommunication Services";"7,28";"Hungary";3105;"0,91";"0.86";"0.75";"0.69";"0.66";"0.69";NA
"MYTEF";"Telekom Malaysia Bhd";"Communication Services";"Telecommunication Services";"1,32";"Malaysia";1500;"0,07";"0.05";"0.06";"0.01";"0.04";"0.07";NA
"MYTHY";"Mytilineos SA";"Industrials";"Conglomerates";"17,03";"Greece";450;"1,2";"0.31";"1.28";"1.12";"1.13";"1.11";NA
"MZTFF";"Mizrahi Tefahot Bank Ltd";"Financial Services";"Banks";"31,1";"Israel";1700;"3,17";"1.70";"1.80";"1.61";"2.44";"2.09";NA
"MZTLF";"Menzies (John) PLC";"Industrials";"Transportation";"3,8";"UK";1091;"-0,59";"0.15";"0.20";"-0.09";"0.17";"-2.03";NA
"NABZY";"National Australia Bank Ltd";"Financial Services";"Banks";"10,11";"Australia";84443;"0,49";"0.03";"0.75";"0.70";"0.56";"0.29";NA
"NAII";"Natural Alternatives International Inc";"Consumer Defensive";"Consumer Packaged Goods";"15,33";"USA";38007;"1,48";"1.44";"1.09";"0.73";"0.92";"-0.25";NA
"NANX";"Nanophase Technologies Corp";"Basic Materials";"Chemicals";"2,4";"USA";44516;"0,05";"-0.04";"-0.03";"-0.06";"-0.08";"0.03";NA
"NAOV";"NanoVibronix Inc";"Healthcare";"Medical Devices & Instruments";"2,88";"USA";34406072;"-0,36";"-0.62";"-1.17";"-0.64";"-0.83";"-0.42";NA
"NASB";"NASB Financial Inc";"Financial Services";"Banks";"63,25";"USA";664;"13,93";"3.02";"3.98";"3.94";"5.85";"14.01";NA
"NATI";"National Instruments Corp";"Technology";"Software";"41,56";"USA";414387;"0,16";"0.64";"0.40";"1.16";"1.22";"1.09";NA
"NATR";"Natures Sunshine Products Inc";"Consumer Defensive";"Consumer Packaged Goods";"17,25";"USA";38642;"1,15";"0.11";"-0.69";"-0.04";"0.34";"1.07";NA
"NAVB";"Navidea Biopharmaceuticals Inc";"Healthcare";"Biotechnology";"1,62";"USA";68039;"-0,44";"-1.80";"9.00";"-1.89";"-0.76";"-0.48";NA
"NAVI";"Navient Corp";"Financial Services";"Credit Services";"23,01";"USA";1626606;"5,11";"2.12";"1.04";"1.49";"2.56";"2.12";NA
"NBEV";"NewAge Inc";"Consumer Defensive";"Beverages - Non-Alcoholic";"1,71";"USA";1015687;"-0,35";"-0.19";"-0.12";"-0.26";"-1.16";"-0.41";NA
"NBGIF";"National Bank of Greece SA";"Financial Services";"Banks";"2,97";"Greece";8183;"0,32";"-3.48";"-0.57";"-0.10";"-0.31";"0.05";NA
"NBH";"Neuberger Berman Intermediate Muni Fund";"Financial Services";"Asset Management";"16,9";"USA";37235;"2,2";"1.12";"0.26";"-0.20";"1.56";"0.17";NA
"NBHC";"National Bank Holdings Corp";"Financial Services";"Banks";"37,22";"USA";113107;"3,4";"0.79";"0.53";"1.95";"2.55";"2.85";NA
"NBIX";"Neurocrine Biosciences Inc";"Healthcare";"Biotechnology";"96,17";"USA";642254;"3,72";"-1.63";"-1.62";"0.22";"0.39";"4.16";NA
"NBNKF";"Nordea Bank Abp";"Financial Services";"Banks";"11,81";"Finland";11745;"0,99";"0.98";"0.89";"0.87";"0.42";"0.67";NA
"NBO";"NEUBERGER BERMAN NEW YORK MUNICIPAL FUND INC.";"Financial Services";"Asset Management";"13,25";"USA";8384;"1,88";"0.87";"0.08";"-0.20";"1.24";"0.13";NA
"NBR";"Nabors Industries Ltd";"Energy";"Oil & Gas";"84,19";"Bermuda";129700;"-86,62";"-182.00";"-95.00";"-99.61";"-105.39";"-118.69";NA
"NBRV";"Nabriva Therapeutics PLC";"Healthcare";"Biotechnology";"1,08";"Ireland";1055462;"-2,83";"-25.60";"-24.90";"-22.60";"-11.15";"-5.41";NA
"NBSE";"NeuBase Therapeutics Inc";"Healthcare";"Biotechnology";"3,87";"USA";147576;"-0,91";"-16.40";"-10.60";"-4.60";"-3.16";"-0.89";NA
"NBTB";"NBT Bancorp Inc";"Financial Services";"Banks";"35,72";"USA";110885;"3,41";"1.80";"1.87";"2.56";"2.74";"2.37";NA
"NBTX";"Nanobiotix SA";"Healthcare";"Biotechnology";"13,96";"France";3296;"-1,63";"-1.51";"-1.78";"-1.76";"-2.61";"-1.68";NA
"NBW";"Neuberger Berman CA Muni Fund Inc.";"Financial Services";"Asset Management";"14,48";"USA";8584;"2,1";"1.10";"0.20";"-0.32";"1.79";"0.16";NA
"NC";"NACCO Industries Inc";"Energy";"Other Energy Sources";"24,85";"USA";8093;"2,53";"4.32";"4.41";"5.00";"5.66";"2.10";NA
"NCBS";"Nicolet Bankshares Inc";"Financial Services";"Banks";"76,54";"USA";50181;"6,98";"2.37";"3.33";"4.12";"5.52";"5.70";NA
"NCLH";"Norwegian Cruise Line Holdings Ltd";"Consumer Cyclical";"Travel & Leisure";"25,57";"USA";15480046;"-11,11";"2.78";"3.31";"4.25";"4.30";"-15.75";NA
"NCMI";"National CineMedia Inc";"Communication Services";"Media - Diversified";"2,55";"USA";734697;"-1,14";"0.54";"0.48";"0.37";"0.46";"-0.84";NA
"NCNA";"NuCana PLC";"Healthcare";"Biotechnology";"2,53";"UK";364483;"-1,14";"-0.25";"-1.19";"-0.54";"-0.87";"-1.09";NA
"NCR";"NCR Corp";"Technology";"Software";"42,48";"USA";1060426;"-1,34";"1.71";"0.97";"-1.16";"3.36";"-0.86";NA
"NCRBF";"Nippon Carbon Co Ltd";"Basic Materials";"Chemicals";"37,3";"Japan";501;"1,28";"-4.21";"2.37";"8.31";"8.04";"1.58";NA
"NCSM";"NCS Multistage Holdings Inc";"Energy";"Oil & Gas";"23,89";"USA";1705;"-2,65";"-7.91";"1.00";"-85.00";"-14.08";"-24.37";NA
"NCTY";"The9 Ltd";"Communication Services";"Interactive Media";"15,69";"China";2816898;"40,25";"-122.87";"-23.84";"-18.09";"-7.66";"11.10";NA
"NDAQ";"Nasdaq Inc";"Financial Services";"Capital Markets";"194,49";"USA";638059;"6,75";"0.63";"4.30";"2.73";"4.63";"5.59";NA
"NDBKF";"Nedbank Group Ltd";"Financial Services";"Banks";"11,5";"South africa";138;"1,06";"1.50";"1.81";"1.90";"1.71";"0.48";NA
"NDCVF";"Nordic Semiconductor ASA";"Technology";"Semiconductors";"33,35";"Norway";1506;"0,34";"0.04";"0.04";"0.05";"0.04";"0.20";NA
"NDGPF";"Nine Dragons Paper (Holdings) Ltd";"Basic Materials";"Forest Products";"1,3";"China";18182;"0,19";"0.04";"0.14";"0.26";"0.12";"0.13";NA
"NDLS";"Noodles & Co";"Consumer Cyclical";"Restaurants";"12,27";"USA";147567;"-0,01";"-2.58";"-1.20";"-0.20";"0.04";"-0.53";NA
"NDRA";"ENDRA Life Sciences Inc";"Healthcare";"Medical Diagnostics & Research";"1,9";"USA";349255;"-0,51";"-0.71";"-1.95";"-2.17";"-2.34";"-0.63";NA
"NDRBF";"NIBE Industrier AB";"Industrials";"Construction";"13,48";"Sweden";1907;"0,21";"0.08";"0.10";"0.11";"0.11";"0.17";NA
"NDSN";"Nordson Corp";"Industrials";"Industrial Products";"239,33";"USA";158076;"6,17";"4.73";"5.08";"6.40";"5.79";"4.27";NA
"NDVLY";"New World Development Co Ltd";"Real Estate";"Real Estate";"2,25";"Hong Kong";17271;"0,03";"0.25";"0.21";"0.59";"0.45";"0.03";NA
"NE";"Noble Corp";"Energy";"Oil & Gas";"23,88";"USA";243030;"-11,14";"-3.82";"-2.11";"-3.59";"-2.81";"-15.86";NA
"NEA";"Nuveen AMT-Free Municipal Income Fund";"Financial Services";"Asset Management";"15,88";"USA";383318;"2,21";"1.30";"0.45";"-0.23";"2.06";"0.58";NA
"NEE";"NextEra Energy Inc";"Utilities";"Utilities - Regulated";"84,38";"USA";6427815;"1,59";"1.56";"2.85";"3.47";"1.94";"1.48";NA
"NEM";"Newmont Corp";"Basic Materials";"Metals & Mining";"57,83";"USA";5191508;"3,57";"-1.19";"-0.21";"0.64";"3.81";"3.51";NA
"NEMTF";"Nemetschek SE";"Technology";"Software";"96,3";"Germany";264;"1,21";"0.43";"0.77";"0.75";"1.22";"1.02";NA
"NEN";"New England Realty Associates LP";"Real Estate";"Real Estate";"61,9";"USA";1644;"-0,31";"1.31";"1.84";"1.11";"1.77";"0.39";NA
"NEO";"NeoGenomics Inc";"Healthcare";"Medical Diagnostics & Research";"47,98";"USA";651988;"0,55";"-0.40";"-0.14";"0.07";"0.08";"0.04";NA
"NEON";"Neonode Inc";"Technology";"Hardware";"5";"Sweden";43735;"-0,55";"-1.20";"-0.89";"-0.52";"-0.60";"-0.56";NA
"NEP";"NextEra Energy Partners LP";"Utilities";"Utilities - Independent Power Producers";"80";"USA";460185;"3,31";"1.90";"-1.18";"2.91";"-1.51";"-0.81";NA
"NEPH";"Nephros Inc";"Healthcare";"Medical Devices & Instruments";"8,36";"USA";6871;"-0,38";"-0.54";"-0.18";"-0.50";"-0.45";"-0.52";NA
"NERV";"Minerva Neurosciences Inc";"Healthcare";"Biotechnology";"1,78";"USA";557260;"-0,83";"-0.99";"-0.83";"-1.29";"-1.85";"0.05";NA
"NES";"Nuverra Environmental Solutions Inc";"Industrials";"Waste Management";"2,27";"USA";12430;"-1,63";"-1.85";NA;"-5.01";"-3.50";"-2.80";NA
"NET";"Cloudflare Inc";"Technology";"Software";"123,42";"USA";2758490;"-0,45";"-0.07";"-0.04";"-1.08";"-0.72";"-0.40";NA
"NETE";"Net Element Inc";"Technology";"Software";"9,94";"USA";532143;"-0,66";"-10.33";"-5.04";"-1.28";"-1.60";"-1.34";NA
"NETI";"Eneti Inc";"Industrials";"Transportation";"18";"Monaco";61863;"-36,2";"-22.20";"-8.30";"-1.77";"6.42";"-70.85";NA
"NETTF";"NetEase Inc";"Communication Services";"Interactive Media";"19";"China";1621;"0,54";"0.51";"0.49";"0.28";"0.93";"0.55";NA
"NEU";"NewMarket Corp";"Basic Materials";"Chemicals";"347,51";"USA";33479;"26,02";"20.54";"16.08";"20.34";"22.73";"24.64";NA
"NEWA";"Newater Technology Inc";"Industrials";"Industrial Products";"4,17";"China";14510268;"0,51";"0.28";"0.26";"0.67";"0.40";"0.51";NA
"NEWP";"New Pacific Metals Corp";"Basic Materials";"Metals & Mining";"3,82";"Canada";137579;"0,01";NA;"0.02";"-0.02";"-0.02";"0.04";NA
"NEWT";"Newtek Business Services Corp";"Financial Services";"Asset Management";"28,63";"USA";354928;"2,82";"1.88";"2.25";"1.91";"2.13";"1.59";NA
"NEX";"NexTier Oilfield Solutions Inc";"Energy";"Oil & Gas";"3,58";"USA";1484585;"-1,16";"-1.82";"-0.34";"0.54";"-0.86";"-1.62";NA
"NEXA";"Nexa Resources SA";"Basic Materials";"Metals & Mining";"8,13";"Luxembourg";82906;"1,15";"0.83";"1.09";"0.58";"-1.09";"-4.22";NA
"NEXOF";"NEXON Co Ltd";"Communication Services";"Interactive Media";"18,74";"Japan";6023;"0,4";"0.20";"0.56";"1.07";"1.17";"0.60";NA
"NEXPF";"Nexi SpA";"Technology";"Software";"22";"Italy";1118;"0,27";"0.10";"0.14";"0.08";"0.24";"0.24";NA
"NEXT";"NextDecade Corp";"Energy";"Oil & Gas";"3,2";"USA";296973;"-0,28";"-0.10";"-0.35";"-0.41";"-0.45";NA;NA
"NFBK";"Northfield Bancorp Inc";"Financial Services";"Banks";"16,88";"USA";172288;"1,21";"0.57";"0.53";"0.85";"0.85";"0.76";NA
"NFE";"New Fortress Energy Inc";"Utilities";"Utilities - Regulated";"29,53";"USA";520221;"-0,45";"-0.49";"-0.47";"-0.47";"-1.62";"-1.71";NA
"NFG";"National Fuel Gas Co";"Energy";"Oil & Gas";"51,62";"USA";341778;"1,42";"-3.43";"3.30";"4.53";"3.51";"-1.41";NA
"NFLX";"Netflix Inc";"Communication Services";"Media - Diversified";"564,83";"USA";3368800;"9,65";"0.43";"1.25";"2.68";"4.13";"6.08";NA
"NFYEF";"NFI Group Inc";"Consumer Cyclical";"Vehicles & Parts";"24,18";"Canada";2294;"-0,12";"2.08";"3.03";"2.55";"0.93";"-2.52";NA
"NG";"Novagold Resources Inc";"Basic Materials";"Metals & Mining";"7,2";"USA";673857;"-0,11";"-0.11";"-0.12";"-0.35";"-0.09";"-0.10";NA
"NGCRY";"NagaCorp Ltd";"Consumer Cyclical";"Travel & Leisure";"43,24";"Cambodia";622;"1,42";"4.22";"3.53";"5.40";"7.21";"1.42";NA
"NGD";"New Gold Inc";"Basic Materials";"Metals & Mining";"1,19";"Canada";6151376;"-0,01";"-0.02";"-0.19";"-2.14";"-0.12";"-0.12";NA
"NGM";"NGM Biopharmaceuticals Inc";"Healthcare";"Biotechnology";"21,9";"USA";281607;"-1,67";"-0.13";"-0.26";"-0.01";"-0.85";"-1.50";NA
"NGS";"Natural Gas Services Group Inc";"Energy";"Oil & Gas";"9,84";"USA";23353;"-0,35";"0.50";"1.51";"-0.04";"-1.06";"0.14";NA
"NGVC";"Natural Grocers by Vitamin Cottage Inc";"Consumer Defensive";"Retail - Defensive";"11,6";"USA";83042;"0,75";"0.51";"0.31";"0.56";"0.42";"0.89";NA
"NGVT";"Ingevity Corp";"Basic Materials";"Chemicals";"81,22";"USA";170955;"5,22";"0.83";"2.97";"3.97";"4.35";"4.37";NA
"NH";"NantHealth Inc";"Healthcare";"Healthcare Providers & Services";"2,22";"USA";126435;"-0,55";"-1.69";"-1.49";"-1.76";"-0.57";"-0.51";NA
"NHC";"National Healthcare Corp";"Healthcare";"Healthcare Providers & Services";"74,36";"USA";23206;"10,81";"3.32";"3.69";"3.87";"4.44";"2.72";NA
"NHHS";"NorthStar Healthcare Income Inc";"Real Estate";"REITs";"1,35";"USA";136907;"-0,66";"-0.77";"-0.74";"-0.81";"-0.41";"-1.38";NA
"NHI";"National Health Investors Inc";"Real Estate";"REITs";"59,51";"USA";261041;"3,41";"3.87";"3.87";"3.67";"3.67";"4.14";NA
"NHPEF";"New Hope Corp Ltd";"Energy";"Other Energy Sources";"1,55";"Australia";3437;"-0,24";"-0.05";"0.13";"0.13";"0.18";"-0.13";NA
"NHS";"Neuberger Berman High Yield Strategies Fund";"Financial Services";"Asset Management";"12,6";"USA";35938;"3,24";"1.40";"1.22";"-0.16";"1.16";"0.16";NA
"NHTC";"Natural Health Trends Corp";"Consumer Cyclical";"Retail - Cyclical";"6,6";"Hong Kong";26201;"0,16";"4.83";"2.09";"2.74";"-0.52";"0.07";NA
"NHYDY";"Norsk Hydro ASA";"Basic Materials";"Metals & Mining";"6,96";"Norway";76374;"0,51";"0.37";"0.52";"0.24";"-0.10";"0.10";NA
"NI";"NiSource Inc";"Utilities";"Utilities - Regulated";"24,79";"USA";2918141;"0,52";"1.02";"0.39";"-0.18";"0.87";"-0.19";NA
"NICE";"NICE Ltd";"Technology";"Software";"292,64";"Israel";237434;"3,04";"1.92";"2.31";"2.52";"2.88";"2.98";NA
"NICXF";"Nicox SA";"Healthcare";"Biotechnology";"3,99";"France";533;"-0,62";"-0.84";"-0.15";"-0.71";"-0.69";"-0.66";NA
"NIDB";"Northeast Indiana Bancorp Inc";"Financial Services";"Banks";"43,25";"USA";567;"4,64";"2.99";"2.84";"3.48";"3.91";"4.64";NA
"NILSY";"Mining and Metallurgical Company NORILSK NICKEL PJ";"Basic Materials";"Metals & Mining";"32,99";"Russia";50197;"4,73";"1.61";"1.35";"1.95";"3.65";"2.14";NA
"NINE";"Nine Energy Service Inc";"Energy";"Oil & Gas";"2,27";"USA";266339;"-2,89";"-3.30";"-2.92";"-2.17";"-7.43";"-12.74";NA
"NIO";"NIO Inc";"Consumer Cyclical";"Vehicles & Parts";"38,56";"China";46987604;"-0,85";"-0.60";"-1.35";"-10.20";"-1.58";"-0.73";NA
"NISN";"NiSun International Enterprise Development Group C";"Financial Services";"Credit Services";"9,56";"China";84486;"-0,71";"0.49";"0.49";"-0.33";"0.17";"-0.71";NA
"NIU";"Niu Technologies";"Consumer Cyclical";"Vehicles & Parts";"25,87";"China";820062;"0,42";"-0.45";"-0.38";"-1.54";"0.35";"0.33";NA
"NJR";"New Jersey Resources Corp";"Utilities";"Utilities - Regulated";"37,31";"USA";458733;"1,68";"1.52";"1.52";"2.64";"1.89";"2.04";NA
"NKRKF";"Nokian Tyres PLC";"Consumer Cyclical";"Vehicles & Parts";"40,35";"Finland";161;"1,81";"1.96";"1.91";"2.44";"3.21";"0.75";NA
"NKSH";"National Bankshares Inc";"Financial Services";"Banks";"36,74";"USA";12182;"2,89";"2.15";"2.03";"2.32";"2.65";"2.48";NA
"NKTR";"Nektar Therapeutics";"Healthcare";"Biotechnology";"15,24";"USA";818136;"-2,63";"-1.10";"-0.62";"3.78";"-2.52";"-2.49";NA
"NL";"NL Industries Inc";"Industrials";"Business Services";"6,65";"USA";31658;"0,7";"0.31";"2.38";"-0.84";"0.53";"0.30";NA
"NLLSY";"NEL ASA";"Industrials";"Industrial Products";"51,2";"Norway";678;"-0,67";"-0.29";"-0.23";"-0.63";"-0.73";"3.14";NA
"NLS";"Nautilus Inc";"Consumer Cyclical";"Travel & Leisure";"11,55";"USA";943747;"3,29";"1.09";"0.85";"0.48";"-3.13";"1.86";NA
"NLSN";"Nielsen Holdings PLC";"Industrials";"Business Services";"21,4";"USA";3619783;"1,92";"1.39";"1.20";"-2.00";"-1.17";"-0.02";NA
"NLST";"Netlist Inc";"Technology";"Semiconductors";"6,6";"USA";2289538;"0,08";"-0.21";"-0.20";"-0.16";"-0.08";"-0.04";NA
"NLTX";"Neoleukin Therapeutics Inc";"Healthcare";"Drug Manufacturers";"8";"USA";219858;"-0,81";"-1.96";"-2.14";"-1.34";"-2.57";"-0.64";NA
"NLY";"Annaly Capital Management Inc";"Real Estate";"REITs";"8,69";"USA";14276590;"2,3";"1.39";"1.37";"-0.06";"-1.60";"-0.73";NA
"NM";"Navios Maritime Holdings Inc";"Industrials";"Transportation";"5,23";"Cayman Islands";646382;"-6,62";"-25.44";"-15.02";"-23.33";"-12.43";"-15.35";NA
"NMFC";"New Mountain Finance Corp";"Financial Services";"Asset Management";"13,37";"USA";257162;"2,7";"1.60";"1.38";"0.91";"1.22";"0.60";NA
"NMG";"Nouveau Monde Graphite Inc";"Basic Materials";"Metals & Mining";"6,41";"Canada";94520;"-0,7";"-0.23";"-0.36";"-0.40";"-0.57";"-0.53";NA
"NMIH";"NMI Holdings Inc";"Financial Services";"Insurance";"22,41";"USA";346534;"2,27";"1.05";"0.35";"1.60";"2.47";"2.13";NA
"NML";"Neuberger Berman MLP and Energy Income Fund Inc";"Financial Services";"Asset Management";"4,79";"USA";105973;"2,25";"-0.24";"-0.25";"0.20";"-0.84";"-2.64";NA
"NMM";"Navios Maritime Partners LP";"Industrials";"Transportation";"28,09";"Monaco";451199;"12,24";"-9.30";"-1.67";"-1.18";"-5.62";"-6.13";NA
"NMRK";"Newmark Group Inc";"Real Estate";"Real Estate";"13,52";"USA";746779;"2,65";"0.75";"0.85";"0.64";"0.58";"0.39";NA
"NMTC";"NeuroOne Medical Technologies Corp";"Healthcare";"Medical Devices & Instruments";"3,7";"USA";391345;"-0,55";"-0.03";"-2.31";NA;"-1.71";"-2.52";NA
"NMTR";"9 Meters Biopharma Inc";"Healthcare";"Biotechnology";"1,25";"USA";2582836;"-0,14";"-11.26";"-0.98";"-0.98";"-0.81";"-0.58";NA
